run_id,pipeline_name,hit_at_1,hit_at_3,hit_at_5,mrr,natural_student_hit_at_5,canonical_hit_at_5,candidate_recall,p50_latency_ms,p95_latency_ms,peak_memory_mb,decision
phase_a_a2_unique_source_preservation_t070,unique_source_preservation_t070,0.03278688524590164,0.06557377049180328,0.4426229508196721,0.1958463440020817,0.3,0.5121951219512195,0.9508196721311475,0.03270000001975859,0.08679999996275001,197.30859375,reject
phase_d_d3_bge_v2_m3_full_pool_screen_8,bge_v2_m3_reranker_score_screen_8,0.25,0.5,0.625,0.3970508658008658,0.25,1.0,1.0,131597.9973000003,154427.00411499955,2816.93359375,investigate
phase_b_b1_member_top_two_fused_members,member_top_two_fused_members,0.16393442622950818,0.2459016393442623,0.29508196721311475,0.25746781566289967,0.25,0.3170731707317073,1.0,55.11035000017728,61.78315000033763,679.70703125,reject
phase_b_b1_member_all_fused_member_windows,member_all_fused_member_windows,0.16393442622950818,0.22950819672131148,0.29508196721311475,0.25883393588147896,0.2,0.34146341463414637,1.0,58.47985000036715,70.68525000045156,679.703125,reject
phase_b_b3_combination_dense_best_member_leading_text_balanced_neighbor_expansion,combination_dense_best_member_leading_text_balanced_neighbor_expansion,0.16393442622950818,0.2786885245901639,0.3442622950819672,0.27783290335769345,0.2,0.4146341463414634,1.0,54.97805000004519,71.78012499957731,678.84375,investigate
phase_b_b3_combination_dense_best_member_two_relevant_windows_balanced_neighbor_expansion,combination_dense_best_member_two_relevant_windows_balanced_neighbor_expansion,0.16393442622950818,0.2786885245901639,0.3442622950819672,0.2773775299515004,0.2,0.4146341463414634,1.0,57.968000000528264,74.8924250001437,677.7265625,investigate
phase_b_b0_chunk_chapter_section_chunk,chunk_chapter_section_chunk,0.11475409836065574,0.18032786885245902,0.22950819672131148,0.20016587352489196,0.2,0.24390243902439024,1.0,1.2501000001066132,1.9136749999688618,196.16015625,investigate
phase_b_b0_chunk_raw_chunk,chunk_raw_chunk,0.11475409836065574,0.18032786885245902,0.22950819672131148,0.20016587352489196,0.2,0.24390243902439024,1.0,1.2036499997520878,1.95284999949763,196.16015625,investigate
phase_b_b0_page_leading_text,page_leading_text,0.11475409836065574,0.18032786885245902,0.22950819672131148,0.20016587352489196,0.2,0.24390243902439024,1.0,1.233550000051764,2.351349999798913,196.16015625,investigate
phase_b_b0_chunk_chapter_chunk,chunk_chapter_chunk,0.11475409836065574,0.18032786885245902,0.22950819672131148,0.20016587352489196,0.2,0.24390243902439024,1.0,1.2597999998433806,2.8927750004186237,196.16015625,reject
phase_b_b0_page_full_page_when_fits,page_full_page_when_fits,0.11475409836065574,0.18032786885245902,0.22950819672131148,0.1992551267125058,0.2,0.24390243902439024,1.0,4.169050000200514,7.075825000356417,196.16015625,reject
phase_b_b0_page_two_relevant_windows,page_two_relevant_windows,0.11475409836065574,0.18032786885245902,0.22950819672131148,0.20016587352489196,0.2,0.24390243902439024,1.0,4.901100000097358,7.318775000157984,196.16015625,investigate
phase_b_b0_page_relevant_window,page_relevant_window,0.11475409836065574,0.18032786885245902,0.22950819672131148,0.19832854082512166,0.2,0.24390243902439024,1.0,5.350100000214297,7.692300000371688,196.16015625,investigate
phase_b_b0_page_relevant_paragraph,page_relevant_paragraph,0.11475409836065574,0.21311475409836064,0.26229508196721313,0.20987847701412277,0.2,0.2926829268292683,1.0,6.577300000571995,8.576500000117449,196.16015625,reject
phase_b_b0_page_heading_relevant_window,page_heading_relevant_window,0.11475409836065574,0.18032786885245902,0.22950819672131148,0.19832854082512166,0.2,0.24390243902439024,1.0,5.608899999970163,9.249899999531408,196.16015625,reject
phase_b_b1_member_shortest_member,member_shortest_member,0.11475409836065574,0.18032786885245902,0.22950819672131148,0.20016587352489196,0.2,0.24390243902439024,1.0,22.498400000586116,26.02744999967399,679.70703125,investigate
phase_b_b3_combination_lexical_dense_fused_member_two_relevant_windows_balanced_neighbor_expansion,combination_lexical_dense_fused_member_two_relevant_windows_balanced_neighbor_expansion,0.14754098360655737,0.26229508196721313,0.32786885245901637,0.25861555422231153,0.15,0.4146341463414634,1.0,76.4650499995696,110.04637500013814,679.2109375,investigate
phase_i_i0_top5_relevance,phase_i_i0_top5_relevance,,,,,,,0.819672131147541,,0.027050002245232463,102.68359375,reject
phase_i_i0_top3_relevance,phase_i_i0_top3_relevance,,,,,,,,,0.028025002393405885,102.8671875,reject
phase_i_i0_direct_support_grouping,phase_i_i0_direct_support_grouping,,,,,,,0.819672131147541,,0.04194999928586185,114.55859375,reject
phase_i_i0_textbook_order,phase_i_i0_textbook_order,,,,,,,0.819672131147541,,0.04837499909626786,114.55859375,reject
phase_i_i0_token_budget_1200,phase_i_i0_token_budget_1200,,,,,,,0.819672131147541,,0.5110250003781402,112.97265625,reject
phase_i_i0_token_budget_1800,phase_i_i0_token_budget_1800,,,,,,,0.819672131147541,,0.6493999990198063,114.01171875,reject
phase_i_i0_token_budget_2400,phase_i_i0_token_budget_2400,,,,,,,0.819672131147541,,0.900399998499779,114.40625,reject
phase_i_i0_same_page_merge,phase_i_i0_same_page_merge,,,,,,,0.819672131147541,,1.221300000906922,114.41796875,reject
phase_i_i0_overlap_merge_metadata_preserving,phase_i_i0_overlap_merge_metadata_preserving,,,,,,,0.819672131147541,,3.088800001933123,105.0859375,retain
phase_i_i0_overlap_merge,phase_i_i0_overlap_merge,,,,,,,0.819672131147541,,4.1600000022299355,114.41796875,retain
phase_i_i0_diversity_selection,phase_i_i0_diversity_selection,,,,,,,0.819672131147541,,14.525174996379064,114.50390625,reject
